CELEX,chunk_id,chunk_number,chunk_text 
31995R0626,31995R0626_0,0,"No L 66/ 124. 3 . 95 I EN I Official Journal of the European Communities I (Acts whose publication is obligatory) COUNCIL REGULATION (EC) No 626/95 of 20 March 1995 introducing special and temporary measures applicable to the recruitment of officials of the European Communities as a result of the accession of Austria, Finland and Sweden Article 27, Article 29 (1 ) (a), (b) and (c) and Article 31 of the Staff Regulations of Officials of the European Communities, provision may be made until 31 December 1999 for vacant posts to be filled by Austrian, Finnish and Swedish nationals up to the limits set in the context of budgetary discussions within the institutions responsible. 2. Appointments to grades A 3, A 4, A 5, A 6, A 7, A 8, LA 3, LA 4, LA 5, LA 6, LA 7, LA 8, B 1 , B2, B3, B4, B5, Cl,C2toC5 and D 1 to D 4 shall be made after a competition based on qualifications and tests, organized in accordance with Annex III to the Staff Regulations. THE COUNCIL OF THE EUROPEAN UNION, Having regard to the Treaty establishing a single Council and a single Commission of the European Communities, and in particular Article 24 thereof, Having regard to the proposal from the Commission, made after consulting the Staff Regulations Committee, Having regard to the opinion of the European Parli ­ ament ('), Having regard to the opinion of the Court of Justice (2), Having regard to the opinion of the Court of Auditors (3), Whereas, as a result of the accession of Austria, Finland and Sweden, special measures derogating from the Staff Regulations of Officials of the European Communities should be adopted on a temporary basis, 3 . Vacant posts shall be adequately advertised both inside and outside the Community institutions. Article 2HAS ADOPTED THIS REGULATION : Article 1 1 . Notwithstanding the second and third paragraphs of Article 4, Article 5 (3), Article 7 ( 1 ), the third paragraph of This Regulation shall enter into force on the day following its publication in the Official Journa"
31995R0626,31995R0626_1,1," the second and third paragraphs of Article 4, Article 5 (3), Article 7 ( 1 ), the third paragraph of This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 20 March 1995. For the Council The President E. ALPHANDfiRY (') OJ No C 18, 23 . 1 . 1995. (*) Opinion delivered on 13 December 1994. (3) Opinion delivered on 15 December 1994."
31994R2064,31994R2064_0,0,"18 . 8 . 94 Official Journal of the European Communities No L 213/ 1 I (Acts whose publication is obligatory) COMMISSION REGULATION (EC) No 2064/94 of 17 August 1994 altering the export refunds on white sugar and raw sugar exported in the natural state and are used as the basis for determining the agricultural conversion rates of the Member States' currencies ; whereas detailed rules on the application and determina ­ tion of these conversions were set by Commission Regu ­ lation (EEC) No 1068/93 (6), as amended by Regulation (EC) No 547/94 0, THE COMMISSION OF THE EUROPEAN COMMUNITIES, Having regard to the Treaty establishing the European Community, Having regard to Council Regulation (EEC) No 1785/81 of 30 June 1981 on the common organization of the markets in the sugar sector ('), as last amended by Regula ­ tion (EC) No 133/94 (2), and in particular the second subparagraph of Article 19 (4) thereof, Whereas the refunds on white sugar and raw sugar exported in the natural state were fixed by Commission Regulation (EC) No 2034/94 (3) ; Whereas it follows from applying the detailed rules contained in Regulation (EC) No 2034/94 to the informa ­ tion known to the Commission that the export refunds at present in force should be altered to the amounts set out in the Annex hereto ; Whereas the representative market rates defined in Article 1 of Council Regulation (EEC) No 3813/92 (4), as amended by Regulation (EC) No 3528/93 (*), are used to convert amounts expressed in third country currencies HAS ADOPTED THIS REGULATION : Article 1 The export refunds on the products listed in Article 1 ( 1 ) (a) of Regulation (EEC) No 1785/81 , undenatured and exported in the natural state, as fixed in the Annex to Regulation (EC) No 2034/94 are hereby altered to the amounts shown in the Annex hereto. Article 2 This Regulation shall enter into force on 18 August 1994. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 17 Au"
31994R2064,31994R2064_1,1,"Annex hereto. Article 2 This Regulation shall enter into force on 18 August 1994. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 17 August 1994. For the Commission Rene STEICHEN Member of the Commission ( ¢) OJ No L 177, 1 . 7. 1981 , p. 4. (2) OJ No L 22, 27. 1 . 1994, p. 7. (3) OJ No L 208, 11 . 8 . 1994, p. 5. b) OJ No L 387, 31 . 12. 1992, p. 1 . 0 OJ No L 320, 22. 12. 1993, p . 32 . (6) OJ No L 108, 1 . 5. 1993, p . 106. 0 OJ No L 69, 12. 3 . 1994, p . 1 . No L 213/2 18 . 8 . 94Official Journal of the European Communities ANNEX to the Commission Regulation of 17 August 1994 altering the export refunds on white sugar and raw sugar exported in the natural state Product code Amount of refund (3)  ECU/100 kg  1701 11 90 100 32,45 (') 1701 11 90 910 30,44 (') 1701 11 90 950 (2) 1701 12 90 100 32,45 (') 1701 12 90 910 30,44 (') 1701 12 90 950 (2)  ECU/ 1 % of sucrose x 100 kg  1701 91 00 000 0,3528  ECU/100 kg  1701 99 10 100 35,28 1701 99 10 910 35,44 1701 99 10950 33,94  ECU/ 1 % of sucrose x 100 kg  1701 99 90 100 0,3528 (') Applicable to raw sugar with a yield of 92 % ; if the yield is other than 92 %, the refund applicable is calculated in accordance with the provisions of Article 5 (3) of amended Regulation (EEC) No 766/68 . (2) Fixing suspended by Commission Regulation (EEC) No 2689/85 (OJ No L 255, 26. 9. 1985, p. 12), as amended by Regulation (EEC) No 3251 /85 (OJ No L 309, 21 . 11 . 1985, p. 14). (3) Refunds on exports to the Federal Republic of Yugoslavia (Serbia and Monte ­ negro) may be granted only where the conditions laid down in Regulation (EEC) No 990/93 are observed."
32003R1668,32003R1668_0,0,"Avis juridique important|32003R1668Commission Regulation (EC) No 1668/2003 of 1 September 2003 implementing Council Regulation (EC, Euratom) No 58/97 with regard to the technical format for the transmission of the structural business statistics and amending Commission Regulation No 2702/98 concerning the technical format for the transmission of structural business statistics Official Journal L 244 , 29/09/2003 P. 0032 - 0056Commission Regulation (EC) No 1668/2003of 1 September 2003implementing Council Regulation (EC, Euratom) No 58/97 with regard to the technical format for the transmission of the structural business statistics and amending Commission Regulation No 2702/98 concerning the technical format for the transmission of structural business statisticsTHE COMMISSION OF THE EUROPEAN COMMUNITIES,Having regard to the Treaty establishing the European Community,Having regard to Council Regulation (EC, Euratom) No 58/97 of 20 December 1996 concerning structural business statistics(1), as last amended by Regulation (EC) No 1667/2003(2), and in particular Article 12 (viii) thereof,Whereas:(1) Regulation (EC, Euratom) No 58/97 established a common framework for the production of Community statistics on the structure, activity, performance and competitiveness of the banking and the pension fund sector in the Community.(2) In order to facilitate the transmission of statistics on environmental expenditure, the technical format provided for by Commission Regulation (EC) No 2702/98 of 17 December 1998 concerning the technical format for the transmission of structural business statistics(3), as amended by Regulation (EC) No 1614 /2002(4), should be adjusted. Regulation (EC) No 2702/98 defined the technical format for the transmission of the structural business statistics characteristics listed in the common module and the detailed modules for industry, distributive trades and construction of Regulation (EC, Euratom) No 58/97. It is necessary to amend this technical format in"
32003R1668,32003R1668_1,1,"eristics listed in the common module and the detailed modules for industry, distributive trades and construction of Regulation (EC, Euratom) No 58/97. It is necessary to amend this technical format in order to take account of the addition of characteristics on environmental expenditure as well as the addition of the breakdown by environmental domains for some characteristics of the detailed module on industry of Regulation (EC, Euratom) No 58/97.(3) It is necessary to specify the technical format for the transmission of structural business statistics on credit institutions and pension funds listed in Annexes 6 and 7 to Regulation (EC, Euratom) No 58/97 in order to produce data comparable and harmonised between Member States, to reduce the risk of errors in the transmission of data and to increase the speed with which the data collected can be processed and made available to users. It is necessary to define another technical format for the transmission of the characteristics of the detailed modules on credit institutions and pension funds as the technical format defined in Regulation (EC) No 2702/98 for the transmission of the characteristics of the common module and the detailed modules on industry, distributive trades and construction provides for a different breakdown of results.(4) The measures provided for in this Regulation are in accordance with the opinion of the Statistical Programme Committee,HAS ADOPTED THIS REGULATION:Article 1The Annex to Regulation (EC) No 2702/98 is amended in accordance with Annex I to this Regulation.Article 2The technical format referred to in Article 9 of Regulation (EC, Euratom) No 58/97 for Annex 6 is defined in Annex II to this Regulation.Article 3The technical format referred to in Article 9 of Regulation (EC, Euratom) No 58/97 for Annex 7 is defined in Annex III to this Regulation.Article 4Member States shall apply this format for the data concerning the 2001 reference year and subsequent years, with the exception of the data "
32003R1668,32003R1668_2,2," Annex 7 is defined in Annex III to this Regulation.Article 4Member States shall apply this format for the data concerning the 2001 reference year and subsequent years, with the exception of the data of Annex 7 for which this format shall be applied for the data concerning the 2002 reference year and subsequent years.Article 5This Regulation shall enter into force on the 20th day following that of its publication in the Official Journal of the European Union.This Regulation shall be binding in its entirety and directly applicable in all Member States.Done at Brussels, 1 September 2003.For the CommissionPedro Solbes MiraMember of the Commission(1) OJ L 14, 17.1.1997, p. 1.(2) See page 1 of this Official Journal.(3) OJ L 344, 18.2.1998, p. 102.(4) OJ L 244, 12.9.2002, p. 7.ANNEX IThe Annex to Commission Regulation (EC) No 2702/98 is amended as follows:1. In the record structure described in paragraph 2 the following row is added >TABLE>2. The following series is added to the table in paragraph 3.1 The series type: >TABLE>3. The following series is renamed in table in paragraph 3.1. The series type>TABLE>4. The following variables are added to the table in paragraph 3.7. Variable>TABLE>5. The following table is added: ""3.14. Breakdown by environmental domains>TABLE>""ANNEX IITECHNICAL FORMAT FOR STATISTICS ON CREDIT INSTITUTIONS1. The form of the dataThe data is sent as a set of records of which a large part describes the characteristics of the data (country, year, economic activity etc.). The data itself is a number which can be linked to flags and explanatory footnotes used for example to describe aggregations of NACE codes. Confidential data should be sent with the true value being recorded in the value field and a flag indicating the nature of the confidential data being added to the record.In order to be precise about the nature of the data, it is necessary to distinguish the following special cases:- data equal to zero (coded ""0""): real values of zero only (the ph"
32003R1668,32003R1668_3,3,"g added to the record.In order to be precise about the nature of the data, it is necessary to distinguish the following special cases:- data equal to zero (coded ""0""): real values of zero only (the phenomenon it describes does not exist in the country),- missing data (coded ""m""): this is data which is currently missing but the Member State intends to supply when available,- data not available: this is data which is not collected in a Member State. In this case, the corresponding record is not sent.By default, if an entire dimension (a variable, a NUTS code, a Size Class code etc.) is not collected then the corresponding records will not exist (except for those which are missing because they form part of a regrouping of NACE codes. This is why it is important to distinguish data which is really missing by supplying a record (one per missing item) in which the data value is coded as ""m"", and data which is really equal to zero by supplying the corresponding records in which the data value is set to 0.2. Data set structure>TABLE>NB:A = Alphanumeric, N = Numeric3. Description of the fields3.1. Series>TABLE>3.2. Year3.3. Territorial unitThis code corresponds to the country for national series or to the region for the regional series (series 6H). It is based on the NUTS 99 code. For regions, two characters are added to the two characters for the country (see NUTS 99).>TABLE>3.4. Economic activity>TABLE>3.5. Measurement>TABLE>3.6. Unit>TABLE>3.7. Variable>TABLE>3.8. Size class/Residence of parent enterprise/Category>TABLE>>TABLE>>TABLE>3.9. Breakdown of products>TABLE>3.10. Legal status/Geographical breakdown>TABLE>>TABLE>3.11. Data valueMonetary data is expressed in millions of national currency units or in euro (for countries members of the Euro-zone).In order to be precise about the nature of the data, it is necessary to distinguish the following cases:- data equal to zero (coded ""0""): real values of zero only (the phenomenon it describes does not exist in the country),-"
32003R1668,32003R1668_4,4,"bout the nature of the data, it is necessary to distinguish the following cases:- data equal to zero (coded ""0""): real values of zero only (the phenomenon it describes does not exist in the country),- missing data (coded ""m""): this is data which is currently missing but the Member State intends to supply when available,- data not available: This is data which is not collected in a Member State. In this case the corresponding record is not sent.By default, if an entire dimension (a variable, a NUTS code etc.) is not collected then the corresponding records will not exist except for those which are missing because they form part of a regrouping of NACE codes. This is why it is important to distinguish data which is really missing by supplying a record (one per missing item) in which the data value is coded as ""m"".3.12. Quality flag>TABLE>Revised data refers to data which are sent for a second (or more) time and are corrections of data which has been previously sent.Updated data concerns data which was not previously available and was coded as missing in the data value field (see 3.11 above) but has since become available.The flag indicating provisional data should be used in order to indicate that it is likely that the data being transmitted may be corrected.3.13. Confidentiality flagMember States are asked to clearly indicate confidential data using the flags listed below:Countries which cannot send confidential data are asked to set the value to ""x"" (see 3.11 above) and to indicate using a flag that the data is missing due to confidentiality.>TABLE>3.14. DominanceA numeric value less than or equal to 100. This indicates the percentage dominance of one or two enterprises which dominate the data and make it confidential. The value is rounded to the nearest whole number: e.g. 90.3 becomes 90, 94.50 becomes 95. This field is blank for non-confidential data. This field is only used when the confidentiality flags B or C are used in the previous field.3.15. FootnoteFree no"
32003R1668,32003R1668_5,5,".g. 90.3 becomes 90, 94.50 becomes 95. This field is blank for non-confidential data. This field is only used when the confidentiality flags B or C are used in the previous field.3.15. FootnoteFree note on the data with a maximal length of 250 characters.4. Electronic formThe data and metadata, supplied in conformance with this regulation shall be sent in electronic form from Competent National Authorities to Eurostat. Transmission shall conform to an appropriate interchange standard approved by the Statistical Programme Committee (SPC). Eurostat will make available detailed documentation in relation to approved standard(s) and will supply guidelines on how to implement this (these) standard(s) according to the requirements of this regulation.5. Transitional arrangementsDuring a transitional period, the data may be sent as a flat file in ASCII format with each data set being one record having the semi-colon "";"" as the field seperator and the the carriage return character (ASCII hexadecimal code ""0D"") and/or the linefeed character (ASCII hexadecimal code ""0A"") as the record separator.6. Examples of recordsExample 1:>TABLE>Belgium declares in the series 6A (Annual enterprise statistics) for the reference year 2001, in NACE rev. 1 class 65.12: 87 enterprises. The data is non confidential.6A; 2001; BE; 6512; NBR; UNIT; 11110;;;; 87;;;;Example 2:>TABLE>Denmark declares in the serie 6B (Annual enterprise statistics broken down by legal status) for the reference year 2001, in NACE rev. 1 class 65.12: 25 enterprises with the legal status: co-operative enterprises. The data is non confidential.6B; 2001; DK; 6512; NBR; UNIT; 11111;;; LS02; 25;;;;Example 3:>TABLE>Portugal declares in the series 6C (Annual enterprise statistics broken down according to the country of residence of the parent enterprise) for the reference year 2001, in NACE rev. 1 class 6512: a balance sheet total of EUR 23567 Mio for credit institutions which parent enterprise is situated in the home Member Stat"
32003R1668,32003R1668_6,6,"he parent enterprise) for the reference year 2001, in NACE rev. 1 class 6512: a balance sheet total of EUR 23567 Mio for credit institutions which parent enterprise is situated in the home Member State. The data is provisional as well as confidential because of too few enterprises.6C; 2001; PT; 6512; EUR; MIO; 43310; RE01;;; 23567; P; A;;Example 4:>TABLE>Spain declares in the series 6D (Annual enterprise statistics broken down by category of credit institutions) for the reference year 2001, in NACE rev. 1 class 65.12: 130 persons employed in the category of licensed banks. The data is non confidential.6D; 2001; ES; 6512; NBR; UNIT; 16111; CA01;;; 130;;;;Example 5:>TABLE>Finland declares in the series 6E (Annual enterprise statistics broken down by size class) for the reference year 2001, in NACE rev. 1 class 65.12: 6 enterprises with a balance sheet total in the size class of less than EUR 100 million. The data is non confidential.6E; 2001; FI; 6512; NBR; UNIT; 11116; SC05;;; 6;;;;Example 6:>TABLE>United Kingdom declares in the series 6F (Annual enterprise statistics broken down by product) for the reference year 2001, in NACE rev. 1 class 65.12: commissions receivable of GBP 1489 million in the product class ""Inter-industry deposit taking services"". The data is non confidential.6F; 2001; UK; 6512; NC; MIO; 44130;; 651211;;1489;;;;Example 7:>TABLE>France declares in the series 6G (Annual enterprise statistics by geographical breakdown) for the reference year 2001, in NACE rev. 1 class 65.12: 5 financial subsidiaries in Spain. The data is non confidential.6G; 2001; FR; 6512; NBR; UNIT; 11510;;; ESP; 5;;;;Example 8:>TABLE>Italy declares in the series 6H (Annual regional statistics) for the reference year 2001, in NACE rev. 1 class 65.12: 38 local units in the region ""Toscana"" (IT51). The data is non confidential.6H; 2001; IT51; 6512; NBR; UNIT; 11210;;;; 38;;;;ANNEX IIITECHNICAL FORMAT FOR STATISTICS ON PENSION FUNDS1. The form of the dataThe data is sent as a set of "
32003R1668,32003R1668_7,7,"ana"" (IT51). The data is non confidential.6H; 2001; IT51; 6512; NBR; UNIT; 11210;;;; 38;;;;ANNEX IIITECHNICAL FORMAT FOR STATISTICS ON PENSION FUNDS1. The form of the dataThe data is sent as a set of records of which a large part describes the characteristics of the data (country, year, economic activity etc.). The data itself is a number which can be linked to flags and explanatory footnotes used for example to describe aggregations of NACE codes. Confidential data should be sent with the true value being recorded in the value field and a flag indicating the nature of the confidential data being added to the record.In order to be precise about the nature of the data, it is necessary to distinguish the following special cases:data equal to zero (coded ""0""): real values of zero only (the phenomenon it describes does not exist in the country),missing data (coded ""m""): this is data which is currently missing but the Member State intends to supply when available,data not available: this is data which is not collected in a Member State. In this case, the corresponding record is not sent.By default, if an entire dimension (a variable, a NUTS code, a Size Class code etc.) is not collected then the corresponding records will not exist (except for those which are missing because they form part of a regrouping of NACE codes. This is why it is important to distinguish data which is really missing by supplying a record (one per missing item) in which the data value is coded as ""m"", and data which is really equal to zero by supplying the corresponding records in which the data value is set to 0.2. Data set structure>TABLE>NB:A = Alphanumeric, N = Numeric3. Description of the fields3.1. Series>TABLE>3.2. Year3.3. Territorial unitThis code corresponds to the country for national series or to the region for the regional serie (serie 6H). It is based on the NUTS 99 code. For regions, two characters are added to the two characters for the country (see NUTS 99).>TABLE>3.4. Economic ac"
32003R1668,32003R1668_8,8,"s or to the region for the regional serie (serie 6H). It is based on the NUTS 99 code. For regions, two characters are added to the two characters for the country (see NUTS 99).>TABLE>3.4. Economic activity>TABLE>3.5. Measurement>TABLE>3.6. Unit>TABLE>3.7. Variable>TABLE>3.8. Size classes>TABLE>>TABLE>3.9. Currency breakdown>TABLE>3.10. Geographical breakdown>TABLE>3.11. Data valueMonetary data is expressed in millions of national currency units or in Euro (for countries members of the Euro-zone).In order to be precise about the nature of the data, it is necessary to distinguish the following cases:data equal to zero (coded ""0""): real values of zero only (the phenomenon it describes does not exist in the country),missing data (coded ""m""): this is data which is currently missing but the Member State intends to supply when available,data not available: This is data which is not collected in a Member State. In this case the corresponding record is not sent.By default, if an entire dimension (a variable, a NUTS code etc.) is not collected then the corresponding records will not exist except for those which are missing because they form part of a regrouping of NACE codes. This is why it is important to distinguish data which is really missing by supplying a record (one per missing item) in which the data value is coded as ""m"".3.12. Quality flag>TABLE>Revised data refers to data which are sent for a second (or more) time and are corrections of data which has been previously sent.Updated data concerns data which was not previously available and was coded as missing in the data value field (see 3.11 above) but has since become available.The flag indicating provisional data should be used in order to indicate that it is likely that the data being transmitted may be corrected.3.13. Confidentiality flagMember States are asked to clearly indicate confidential data using the flags listed below:Countries which cannot send confidential data are asked to set the value to ""x"" (see 3"
32003R1668,32003R1668_9,9,"3. Confidentiality flagMember States are asked to clearly indicate confidential data using the flags listed below:Countries which cannot send confidential data are asked to set the value to ""x"" (see 3.11 above) and to indicate using a flag that the data is missing due to confidentiality.>TABLE>3.14. DominanceA numeric value less than or equal to 100. This indicates the percentage dominance of one or two enterprises which dominate the data and make it confidential. The value is rounded to the nearest whole number: e.g. 90.3 becomes 90, 94.50 becomes 95. This field is blank for non confidential data. This field is only used when the confidentiality flags B or C are used in the previous field.3.15. FootnoteFree note on the data with a maximal length of 250 characters.4. Electronic formThe data and metadata, supplied in conformance with this regulation shall be sent in electronic form from Competent National Authorities to Eurostat. Transmission shall conform to an appropriate interchange standard approved by the Statistical Programme Committee (SPC). Eurostat will make available detailed documentation in relation to approved standard(s) and will supply guidelines on how to implement this (these) standard(s) according to the requirements of this regulation.5. Transitional arrangementsDuring a transitional period, the data may be sent as a flat file in ASCII format with each data set being one record having the semi-colon "";"" as the field seperator and the the carriage return character (ASCII hexadecimal code ""0D"") and/or the linefeed character (ASCII hexadecimal code ""0A"") as the record separator.6. Examples of recordsExample 1:>TABLE>Belgium declares in the series 7A (Annual enterprise statistics) for the reference year 2002, in NACE rev. 1 class 66.02 120 autonomous pension funds enterprises. The data is non confidential.7A; 2002; BE; 6602; NBR; UNIT; 11110;;;; 120;;;;Example 2:>TABLE>Denmark declares in the series 7B (Annual enterprise statistics broken down by size "
32003R1668,32003R1668_10,10,"on funds enterprises. The data is non confidential.7A; 2002; BE; 6602; NBR; UNIT; 11110;;;; 120;;;;Example 2:>TABLE>Denmark declares in the series 7B (Annual enterprise statistics broken down by size classes) for the reference year 2002, in NACE rev. 1 class 66.02: 38 autonomous pension funds which investments fall between EUR 50-500 million. The data is non confidential.7B; 2002; DK; 6602; NBR; UNIT; 11118; SC14;;; 38;;;;Example 3:>TABLE>Portugal declares in the series 7C (Annual enterprise statistics broken down by currencies) for the reference year 2002, in NACE rev. 1 class 66.02: investments of EUR 1008 million which are broken down by USD. The data is non confidential.7C; 2002; PT; 6602; EUR; MIO; 48640;; USD;; 1008;;;;Example 4:>TABLE>Finland declares in the series 7D (Annual enterprise statistics by geographical breakdown) for the reference year 2002, in NACE rev. 1 class 66.02: turnover of EUR 12548 million which are declared in other EU countries. The data is non confidential.7D; 2002; FI; 6602; EUR; MIO; 48610;;; OEU; 12548;;;;Example 5:>TABLE>Spain declares in the series 7B (Annual enterprise statistics broken down by size classes) for the reference year 2002, in NACE rev. 1 class 66.02: missing data of number of enterprises which fall under the size class &gt; 100000 members. This data is non confidential.7B; 2002; ES; 6602; NBR; UNIT; 11119; SC21;;; M;;;;Example 6:>TABLE>Belgium declares in the series 7E (Annual enterprise statistics on non-autonomous pension funds) for the reference year 2002, in NACE rev. 1 section H (Non-autonomous pension funds: Section H: Hotels and restaurants): 35 enterprises with non-autonomous pension funds. This data is non confidential.7A; 2002; BE; H; NBR; UNIT; 11150;;;; 35;;;;"
32006R1381,32006R1381_0,0,"20.9.2006 EN Official Journal of the European Union L 256/7 COMMISSION REGULATION (EC) No 1381/2006 of 19 September 2006 amending the representative prices and additional duties for the import of certain products in the sugar sector fixed by Regulation (EC) No 1002/2006 for the 2006/2007 marketing year THE COMMISSION OF THE EUROPEAN COMMUNITIES, Having regard to the Treaty establishing the European Community, Having regard to Council Regulation (EC) No 318/2006 of 20 February 2006 on the common organisation of the markets in the sugar sector (1), Having regard to Commission Regulation (EC) No 951/2006 of 30 June 2006 laying down detailed rules for the implementation of Council Regulation (EC) No 318/2006 as regards trade with third countries in the sugar sector (2), and in particular of the Article 36, Whereas: (1) The representative prices and additional duties applicable to imports of white sugar, raw sugar and certain syrups for the 2006/2007 marketing year are fixed by Commission Regulation (EC) No 1002/2006 (3). These prices and duties have been last amended by Commission Regulation (EC) No 1357/2006 (4). (2) The data currently available to the Commission indicate that the said amounts should be changed in accordance with the rules and procedures laid down in Regulation (EC) No 951/2006, HAS ADOPTED THIS REGULATION: Article 1 The representative prices and additional duties on imports of the products referred to in Article 36 of Regulation (EC) No 951/2006, as fixed by Regulation (EC) No 1002/2006 for the 2006/2007 marketing year are hereby amended as set out in the Annex to this Regulation. Article 2 This Regulation shall enter into force on 20 September 2006. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 19 September 2006. For the Commission Jean-Luc DEMARTY Director-General for Agriculture and Rural Development (1) OJ L 55, 28.2.2006, p. 1. (2) OJ L 178, 1.7.2006, p. 24. (3) OJ L 178, 1.7.2006"
32006R1381,32006R1381_1,1,"ssels, 19 September 2006. For the Commission Jean-Luc DEMARTY Director-General for Agriculture and Rural Development (1) OJ L 55, 28.2.2006, p. 1. (2) OJ L 178, 1.7.2006, p. 24. (3) OJ L 178, 1.7.2006, p. 36. (4) OJ L 252, 15.9.2006, p. 11. ANNEX Amended representative prices and additional duties applicable to imports of white sugar, raw sugar and products covered by CN code 1702 90 99 applicable from 20 September 2006 (EUR) CN code Representative price per 100 kg of the product concerned Additional duty per 100 kg of the product concerned 1701 11 10 (1) 24,53 4,03 1701 11 90 (1) 24,53 9,27 1701 12 10 (1) 24,53 3,84 1701 12 90 (1) 24,53 8,84 1701 91 00 (2) 31,97 9,25 1701 99 10 (2) 31,97 4,75 1701 99 90 (2) 31,97 4,75 1702 90 99 (3) 0,32 0,34 (1) Fixed for the standard quality defined in Annex I.III to Council Regulation (EC) No 318/2006 (OJ L 58, 28.2.2006, p. 1). (2) Fixed for the standard quality defined in Annex I.II to Regulation (EC) No 318/2006. (3) Fixed per 1 % sucrose content."
32007D0564,32007D0564_0,0,"18.8.2007 EN Official Journal of the European Union L 215/21 COMMISSION DECISION of 6 August 2007 exempting certain services in the postal sector in Finland, excluding the Ã land Islands, from the application of Directive 2004/17/EC of the European Parliament and of the Council coordinating the procurement procedures of entities operating in the water, energy, transport and postal services sectors (notified under document number C(2007) 3700) (Only the Finnish and the Swedish texts are authentic) (Text with EEA relevance) (2007/564/EC) THE COMMISSION OF THE EUROPEAN COMMUNITIES, Having regard to the Treaty establishing the European Community, Having regard to Directive 2004/17/EC of the European Parliament and of the Council of 31 March 2004 coordinating the procurement procedures of entities operating in the water, energy, transport and postal services sectors (1), and in particular Article 30(4) and (6) thereof, Having regard to the request submitted by Finland by e-mail of 9 February 2007, After consulting the Advisory Committee for Public Contracts, Whereas: I. FACTS (1) On 9 February 2007, Finland transmitted a request pursuant to Article 30(4) of Directive 2004/17/EC to the Commission by e-mail. The Commission requested additional information by e-mails of 21 March, 18 April and 15 May 2007, which was transmitted by the Finnish authorities by e-mails of 4 April, 24 April and 16 May 2007. (2) The request submitted by Finland on behalf of Suomen Posti Oyj, which as of 1 June 2007 changed its name to Itella Oyj, (hereinafter referred to as Finland Post) concerns certain postal services as well as certain services other than postal services in Finland, excluding the Ã land Islands. The services described in the request are as follows: (a) addressed letters services (Consumer to Consumer (CtC), Consumer to Business (CtB), Business to Business (BtB) and Business to Consumer (BtC)), both domestic and international; (b) addressed direct mail services; (c) unaddresse"
32007D0564,32007D0564_1,1,"(Consumer to Consumer (CtC), Consumer to Business (CtB), Business to Business (BtB) and Business to Consumer (BtC)), both domestic and international; (b) addressed direct mail services; (c) unaddressed direct mail services; (d) BtB standard parcel services, domestic and international; (e) BtC standard parcel services, domestic and international; (f) consumer standard parcel services (CtC and CtB), domestic and international; (g) express and courier parcel services, domestic and international; (h) early delivery of newspapers; (i) standard delivery of newspapers; (j) light goods services (also called single consignments) and freight services; (k) warehousing services; (l) contract logistics; (m) overall solutions in respect of direct mail; (n) printing services; (o) data management services; (p) e-transaction services; (q) philatelic services. (3) The request is accompanied by the conclusions of the independent national authority, Kilpailuvirasto/Konkurrensverket (the Finnish Competition Authority), which, on the one hand, does not see any particular reason to oppose the granting of the exclusion referred to in Article 30 ¦, while stating on the other hand that it should be remembered that Finland Post Corporation still has a very strong market position in its traditional core business, i.e. the collection and distribution of letters, packages and other addressed items, even though the entire postal sector was opened up to competition in Finland as early as 1994 pursuant to the Act on Postal Operations. Nevertheless, no competition has emerged in Finland Post Corporations traditional core business. II. LEGAL FRAMEWORK (4) Article 30 of Directive 2004/17/EC provides that contracts intended to enable the performance of one of the activities to which Directive 2004/17/EC applies shall not be subject to that Directive if, in the Member State in which it is carried out, the activity is directly exposed to competition on markets to which access is not restricted. Direct ex"
32007D0564,32007D0564_2,2,"plies shall not be subject to that Directive if, in the Member State in which it is carried out, the activity is directly exposed to competition on markets to which access is not restricted. Direct exposure to competition is assessed on the basis of objective criteria, taking account of the specific characteristics of the sector concerned. Access is deemed to be unrestricted if the Member State has implemented and applied the relevant Community legislation opening a given sector or a part of it. (5) Since Finland has implemented and applied Directive 97/67/EC of the European Parliament and of the Council of 15 December 1997 on common rules for the development of the internal market of Community postal services and the improvement of quality of service (2), access to the market should be deemed not to be restricted in accordance with the first subparagraph of Article 30(3) of Directive 2004/17/EC. Direct exposure to competition in a particular market should be evaluated on the basis of various criteria, none of which are, per se, decisive. (6) In respect of the markets concerned by this decision, the market share of the main players on a given market constitutes one criterion which should be taken into account. Another criterion is the degree of concentration on those markets. As the conditions vary for the different activities that are concerned by this Decision, the examination of the competitive situation should take into account the different situations on different markets. (7) Although narrower market definitions might be envisaged in certain cases, the precise definition of the relevant market can be left open for the purposes of this Decision as far as a number of the services listed in the request submitted by Finland are concerned to the extent that the result of the analysis remains the same whether it is based on a narrow or a broader definition. (8) This Decision is without prejudice to the application of the rules on competition. III. ASSESSMENT (9) In "
